"geo","year","population"
"NO053",2019,267420
"NO053",2020,267642
"NO06",2014,444966
"NO06",2015,449386
"NO06",2016,453352
"NO06",2017,458221
"NO06",2018,462354
"NO06",2019,465634
"NO06",2020,468702
"NO06",2021,471124
"NO06",2022,474131
"NO06",2023,478470
"NO06",2024,482956
"NO06",2025,486815
"NO060",2014,444966
"NO060",2015,449386
"NO060",2016,453352
"NO060",2017,458221
"NO060",2018,462354
"NO060",2019,465634
"NO060",2020,468702
"NO060",2021,471124
"NO060",2022,474131
"NO060",2023,478470
"NO060",2024,482956
"NO060",2025,486815
"NO061",2014,306067
"NO061",2015,310093
"NO061",2016,313105
"NO061",2017,317363
"NO061",2018,320884
"NO062",2014,135126
"NO062",2015,135745
"NO062",2016,136352
"NO062",2017,137233
"NO062",2018,137858
"NO07",2014,478134
"NO07",2015,480740
"NO07",2016,481994
"NO07",2017,484647
"NO07",2018,486001
"NO07",2019,486452
"NO07",2020,484546
"NO07",2021,482513
"NO07",2022,481926
"NO07",2023,483536
"NO07",2024,487744
"NO07",2025,489103
"NO071",2014,239621
"NO071",2015,240402
"NO071",2016,240623
"NO071",2017,241614
"NO071",2018,242076
"NO071",2019,242126
"NO071",2020,241235
"NO071",2021,240345
"NO071",2022,240190
"NO071",2023,241084
"NO071",2024,243081
"NO071",2025,243582
"NO072",2014,161967
"NO072",2015,163479
"NO072",2016,164197
"NO072",2017,165632
"NO072",2018,166499
"NO072",2019,167202
"NO072",2020,166602
"NO072",2022,167607
"NO072",2023,168340
"NO072",2024,169610
"NO072",2025,170479
"NO073",2014,75206
"NO073",2015,75607
"NO073",2016,75679
"NO073",2017,76149
"NO073",2018,76167
"NO073",2019,75863
"NO073",2020,75472
"NO073",2022,74129
"NO073",2023,74112
"NO073",2024,75053
"NO073",2025,75042
"NO074",2014,238513
"NO074",2015,240338
"NO074",2016,241371
"NO074",2017,243033
"NO074",2018,243925
"NO074",2019,244326
"NO074",2020,243311
"NO074",2021,242168
"NO074",2022,241736
"NO074",2023,242452
"NO08",2014,1789458
"NO08",2015,1816713
"NO08",2016,1842751
"NO08",2017,1866163
"NO08",2018,1887198
"NO08",2019,1908376
"NO08",2020,1934659
"NO08",2021,1949394
"NO08",2022,1969057
"NO08",2023,2001278
"NO08",2024,2028484
"NO08",2025,2050625
"NO081",2014,634463
"NO081",2015,647676
"NO081",2016,658390
"NO081",2017,666759
"NO081",2018,673469
"NO081",2019,681071
"NO081",2020,693494
"NO081",2021,697010
"NO081",2022,699827
"NO081",2023,709037
"NO081",2024,717710
"NO081",2025,724290
"NO082",2014,1154995
"NO082",2015,1169037
"NO082",2016,1184361
"NO082",2017,1199404
"NO082",2018,1213729
"NO082",2019,1227305
"NO082",2020,1241165
"NO082",2021,1252384
"NO082",2022,1269230
"NO082",2023,1292241
"NO083",2022,304754
"NO083",2023,309161
"NO083",2024,312152
"NO083",2025,314407
"NO084",2022,701565
"NO084",2023,716020
"NO084",2024,728803
"NO084",2025,740680
"NO085",2022,262911
"NO085",2023,267060
"NO085",2024,269819
"NO085",2025,271248
"NO09",2014,697974
"NO09",2015,703658
"NO09",2016,709343
"NO09",2017,714491
"NO09",2018,719531
"NO09",2019,722955
"NO09",2020,726627
"NO09",2021,730725
"NO09",2022,735966
"NO09",2023,745152
"NO09",2024,753375
"NO09",2025,758122
"NO091",2014,405749
"NO091",2015,408014
"NO091",2016,410857
"NO091",2017,413702
"NO091",2018,415777
"NO091",2019,417711
"NO091",2020,419396
"NO091",2021,421882
"NO091",2022,424832
"NO091",2023,429101
"NO092",2014,292225
"NO092",2015,295644
"NO092",2016,298486
"NO092",2017,300789
"NO092",2018,303754
"NO092",2019,305244
"NO092",2020,307231
"NO092",2021,308843
"NO092",2022,311134
"NO092",2023,316051
"NO092",2024,319850
"NO092",2025,322188
"NO093",2022,250862
"NO093",2023,253555
"NO093",2024,256432
"NO093",2025,258071
"NO094",2022,173970
"NO094",2023,175546
"NO094",2024,177093
"NO094",2025,177863
"NO0A",2014,1331739
"NO0A",2015,1346947
"NO0A",2016,1357909
"NO0A",2017,1364902
"NO0A",2018,1369541
"NO0A",2019,1373741
"NO0A",2020,1381661
"NO0A",2021,1387010
"NO0A",2022,1392937
"NO0A",2023,1406920
"NO0A",2024,1421340
"NO0A",2025,1432119
"NO0A1",2014,459625
"NO0A1",2015,466302
"NO0A1",2016,470175
"NO0A1",2017,472024
"NO0A1",2018,473526
"NO0A1",2019,475654
"NO0A1",2020,479892
"NO0A1",2021,482645
"NO0A1",2022,485797
"NO0A1",2023,492350
"NO0A1",2024,499417
"NO0A1",2025,504496
"NO0A2",2014,613008
"NO0A2",2015,619323
"NO0A2",2016,624841
"NO0A2",2017,629046
"NO0A2",2018,631608
"NO0A2",2019,633117
"NO0A2",2020,636531
"NO0A2",2021,638821
"NO0A2",2022,641292
"NO0A2",2023,646205
"NO0A2",2024,651299
"NO0A2",2025,655210
"NO0A3",2014,259106
"NO0A3",2015,261322
"NO0A3",2016,262893
"NO0A3",2017,263832
"NO0A3",2018,264407
"NO0A3",2019,264970
"NO0A3",2020,265238
"NO0A3",2021,265544
"NO0A3",2022,265848
"NO0A3",2023,268365
"NO0A3",2024,270624
"NO0A3",2025,272413
"NO0B",2014,0
"NO0B",2015,0
"NO0B",2016,0
"NO0B",2017,0
"NO0B",2018,0
"NO0B",2019,0
"NO0B",2020,0
"NO0B",2022,0
"NO0B",2023,0
"NO0B",2024,0
"NO0B",2025,0
"NO0B1",2014,0
"NO0B1",2015,0
"NO0B1",2016,0
"NO0B1",2017,0
"NO0B1",2018,0
"NO0B1",2019,0
"NO0B1",2020,0
"NO0B1",2022,0
"NO0B1",2023,0
"NO0B1",2024,0
"NO0B1",2025,0
"NO0B2",2014,0
"NO0B2",2015,0
"NO0B2",2016,0
"NO0B2",2017,0
"NO0B2",2018,0
"NO0B2",2019,0
"NO0B2",2020,0
"NO0B2",2022,0
"NO0B2",2023,0
"NO0B2",2024,0
"NO0B2",2025,0
"PL",2014,38017856
"PL",2015,38005614
"PL",2016,37967209
"PL",2017,37972964
"PL",2018,37976687
"PL",2019,37972812
"PL",2020,37958138
"PL",2021,37073357
"PL",2022,36889761
"PL",2023,36753736
"PL",2024,36620970
"PL",2025,36497495
"PL2",2014,7864274
"PL2",2015,7860284
"PL2",2016,7850598
"PL2",2017,7850331
"PL2",2018,7850361
"PL2",2019,7849543
"PL2",2020,7847416
"PL2",2021,7634744
"PL2",2022,7594797
"PL2",2023,7564588
"PL2",2024,7536506
"PL2",2025,7510458
"PL21",2014,3316097
"PL21",2015,3324579
"PL21",2016,3330031
"PL21",2017,3339803
"PL21",2018,3349498
"PL21",2019,3360545
"PL21",2020,3371956
"PL21",2021,3324543
"PL21",2022,3320962
"PL21",2023,3319305
"PL21",2024,3318985
"PL21",2025,3319792
"PL213",2014,750378
"PL213",2015,753421
"PL213",2016,754092
"PL213",2017,757685
"PL213",2018,760626
"PL213",2019,766683
"PL213",2020,775654
"PL213",2021,790127
"PL213",2022,791939
"PL213",2023,792655
"PL213",2024,794911
"PL213",2025,798719
"PL214",2014,702118
"PL214",2015,706296
"PL214",2016,710249
"PL214",2017,715099
"PL214",2018,720177
"PL214",2019,725128
"PL214",2020,729888
"PL214",2021,743514
"PL214",2022,747568
"PL214",2023,751069
"PL214",2024,754346
"PL214",2025,757831
"PL217",2014,452658
"PL217",2015,452901
"PL217",2016,452637
"PL217",2017,452730
"PL217",2018,452857
"PL217",2019,452713
"PL217",2020,451673
"PL217",2021,429276
"PL217",2022,426294
"PL217",2023,424550
"PL217",2024,422985
"PL217",2025,421304
"PL218",2014,526815
"PL218",2015,528108
"PL218",2016,529660
"PL218",2017,531216
"PL218",2018,532952
"PL218",2019,534399
"PL218",2020,534879
"PL218",2021,513874
"PL218",2022,513097
"PL218",2023,512612
"PL218",2024,512033
"PL218",2025,510746
"PL219",2014,333583
"PL219",2015,334053
"PL219",2016,334464
"PL219",2017,334792
"PL219",2018,335345
"PL219",2019,335414
"PL219",2020,335454
"PL219",2021,321877
"PL219",2022,319903
"PL219",2023,319601
"PL219",2024,319091
"PL219",2025,318460
"PL21A",2014,550545
"PL21A",2015,549800
"PL21A",2016,548929
"PL21A",2017,548281
"PL21A",2018,547541
"PL21A",2019,546208
"PL21A",2020,544408
"PL21A",2021,525875
"PL21A",2022,522161
"PL21A",2023,518818
"PL21A",2024,515619
"PL21A",2025,512732
"PL22",2014,4548177
"PL22",2015,4535705
"PL22",2016,4520567
"PL22",2017,4510528
"PL22",2018,4500863
"PL22",2019,4488998
"PL22",2020,4475460
"PL22",2021,4310201
"PL22",2022,4273835
"PL22",2023,4245283
"PL22",2024,4217521
"PL22",2025,4190666
"PL224",2014,521108
"PL224",2015,519133
"PL224",2016,516593
"PL224",2017,514496
"PL224",2018,512128
"PL224",2019,510139
"PL224",2020,508002
"PL224",2021,487392
"PL224",2022,482129
"PL224",2023,478804
"PL224",2024,475423
"PL224",2025,471593
"PL225",2014,657701
"PL225",2015,658402
"PL225",2016,658613
"PL225",2017,659211
"PL225",2018,660324
"PL225",2019,661228
"PL225",2020,661494
"PL225",2021,648427
"PL225",2022,645522
"PL225",2023,643512
"PL225",2024,640993
"PL225",2025,638022
"PL227",2014,625439
"PL227",2015,624979
"PL227",2016,623559
"PL227",2017,623357
"PL227",2018,623305
"PL227",2019,622483
"PL227",2020,621069
"PL227",2021,595895
"PL227",2022,591269
"PL227",2023,587613
"PL227",2024,584121
"PL227",2025,580514
"PL228",2014,438532
"PL228",2015,437018
"PL228",2016,435158
"PL228",2017,433811
"PL228",2018,432570
"PL228",2019,431037
"PL228",2020,429661
"PL228",2021,409214
"PL228",2022,406324
"PL228",2023,403345
"PL228",2024,400657
"PL228",2025,398258
"PL229",2014,472604
"PL229",2015,470381
"PL229",2016,468618
"PL229",2017,466947
"PL229",2018,465435
"PL229",2019,463141
"PL229",2020,461221
"PL229",2021,435956
"PL229",2022,431463
"PL229",2023,428209
"PL229",2024,425076
"PL229",2025,422023
"PL22A",2014,750768
"PL22A",2015,746709
"PL22A",2016,742474
"PL22A",2017,739483
"PL22A",2018,736454
"PL22A",2019,733268
"PL22A",2020,729912
"PL22A",2021,696019
"PL22A",2022,688521
"PL22A",2023,682224
"PL22A",2024,676766
"PL22A",2025,672672
"PL22B",2014,695070
"PL22B",2015,691191
"PL22B",2016,686879
"PL22B",2017,683319
"PL22B",2018,679270
"PL22B",2019,675084
"PL22B",2020,670572
"PL22B",2021,650101
"PL22B",2022,642334
"PL22B",2023,636142
"PL22B",2024,630026
"PL22B",2025,624177
"PL22C",2014,386955
"PL22C",2015,387892
"PL22C",2016,388673
"PL22C",2017,389904
"PL22C",2018,391377
"PL22C",2019,392618
"PL22C",2020,393529
"PL22C",2021,387197
"PL22C",2022,386273
"PL22C",2023,385434
"PL22C",2024,384459
"PL22C",2025,383407
"PL4",2014,6141404
"PL4",2015,6143617
"PL4",2016,6140150
"PL4",2017,6143611
"PL4",2018,6148605
"PL4",2019,6151984
"PL4",2020,6152541
"PL4",2021,6031310
"PL4",2022,6006414
"PL4",2023,5986070
"PL4",2024,5966041
"PL4",2025,5949043
"PL41",2014,3441440
"PL41",2015,3447689
"PL41",2016,3450966
"PL41",2017,3457473
"PL41",2018,3465605
