"geo","year","population"
"DE271",2025,301105
"DE272",2014,41759
"DE272",2015,42014
"DE272",2016,42731
"DE272",2017,43134
"DE272",2018,43478
"DE272",2019,43893
"DE272",2020,44398
"DE272",2021,44662
"DE272",2022,45118
"DE272",2023,45459
"DE272",2024,46071
"DE272",2025,46193
"DE273",2014,65044
"DE273",2015,65624
"DE273",2016,66947
"DE273",2017,67529
"DE273",2018,68330
"DE273",2019,68907
"DE273",2020,69151
"DE273",2021,68940
"DE273",2022,69053
"DE273",2023,65229
"DE273",2024,65933
"DE273",2025,67645
"DE274",2014,41772
"DE274",2015,42201
"DE274",2016,42841
"DE274",2017,43293
"DE274",2018,43470
"DE274",2019,43837
"DE274",2020,44100
"DE274",2021,44360
"DE274",2022,44721
"DE274",2023,43696
"DE274",2024,44048
"DE274",2025,44192
"DE275",2014,128435
"DE275",2015,129294
"DE275",2016,130916
"DE275",2017,131399
"DE275",2018,132596
"DE275",2019,133596
"DE275",2020,134655
"DE275",2021,135024
"DE275",2022,135538
"DE275",2023,135133
"DE275",2024,136430
"DE275",2025,136803
"DE276",2014,240911
"DE276",2015,242697
"DE276",2016,245600
"DE276",2017,247539
"DE276",2018,249838
"DE276",2019,251534
"DE276",2020,253468
"DE276",2021,255900
"DE276",2022,257790
"DE276",2023,259302
"DE276",2024,261600
"DE276",2025,262811
"DE277",2014,93129
"DE277",2015,93478
"DE277",2016,94575
"DE277",2017,94556
"DE277",2018,95159
"DE277",2019,96021
"DE277",2020,96562
"DE277",2021,97172
"DE277",2022,97985
"DE277",2023,97430
"DE277",2024,98474
"DE277",2025,98899
"DE278",2014,120696
"DE278",2015,121828
"DE278",2016,123153
"DE278",2017,123498
"DE278",2018,124519
"DE278",2019,125747
"DE278",2020,127027
"DE278",2021,127342
"DE278",2022,128436
"DE278",2023,128361
"DE278",2024,129696
"DE278",2025,129846
"DE279",2014,166643
"DE279",2015,167847
"DE279",2016,170309
"DE279",2017,171011
"DE279",2018,172546
"DE279",2019,174200
"DE279",2020,175204
"DE279",2021,175823
"DE279",2022,177330
"DE279",2023,180320
"DE279",2024,182560
"DE279",2025,183595
"DE27A",2014,78939
"DE27A",2015,79387
"DE27A",2016,80429
"DE27A",2017,80961
"DE27A",2018,81148
"DE27A",2019,81669
"DE27A",2020,81981
"DE27A",2021,82085
"DE27A",2022,82330
"DE27A",2023,81874
"DE27A",2024,82224
"DE27A",2025,82411
"DE27B",2014,134771
"DE27B",2015,135894
"DE27B",2016,137709
"DE27B",2017,138265
"DE27B",2018,139278
"DE27B",2019,140316
"DE27B",2020,141182
"DE27B",2021,141907
"DE27B",2022,143236
"DE27B",2023,140153
"DE27B",2024,141137
"DE27B",2025,142047
"DE27C",2014,137484
"DE27C",2015,138712
"DE27C",2016,140419
"DE27C",2017,141165
"DE27C",2018,142544
"DE27C",2019,144041
"DE27C",2020,145341
"DE27C",2021,146164
"DE27C",2022,147776
"DE27C",2023,143384
"DE27C",2024,145298
"DE27C",2025,147255
"DE27D",2014,129422
"DE27D",2015,130203
"DE27D",2016,131345
"DE27D",2017,132298
"DE27D",2018,133043
"DE27D",2019,133496
"DE27D",2020,133783
"DE27D",2021,134324
"DE27D",2022,134986
"DE27D",2023,133770
"DE27D",2024,134677
"DE27D",2025,135098
"DE27E",2014,150478
"DE27E",2015,150981
"DE27E",2016,152672
"DE27E",2017,153759
"DE27E",2018,154568
"DE27E",2019,155362
"DE27E",2020,156008
"DE27E",2021,156308
"DE27E",2022,157202
"DE27E",2023,152664
"DE27E",2024,153394
"DE27E",2025,155413
"DE3",2014,3421829
"DE3",2015,3469849
"DE3",2016,3520031
"DE3",2017,3574830
"DE3",2018,3613495
"DE3",2019,3644826
"DE3",2020,3669491
"DE3",2021,3664088
"DE3",2022,3677472
"DE3",2023,3632853
"DE3",2024,3662381
"DE3",2025,3685265
"DE30",2014,3421829
"DE30",2015,3469849
"DE30",2016,3520031
"DE30",2017,3574830
"DE30",2018,3613495
"DE30",2019,3644826
"DE30",2020,3669491
"DE30",2021,3664088
"DE30",2022,3677472
"DE30",2023,3632853
"DE30",2024,3662381
"DE30",2025,3685265
"DE300",2014,3421829
"DE300",2015,3469849
"DE300",2016,3520031
"DE300",2017,3574830
"DE300",2018,3613495
"DE300",2019,3644826
"DE300",2020,3669491
"DE300",2021,3664088
"DE300",2022,3677472
"DE300",2023,3632853
"DE300",2024,3662381
"DE300",2025,3685265
"DE4",2014,2449193
"DE4",2015,2457872
"DE4",2016,2484826
"DE4",2017,2494648
"DE4",2018,2504040
"DE4",2019,2511917
"DE4",2020,2521893
"DE4",2021,2531071
"DE4",2022,2537868
"DE4",2023,2545159
"DE4",2024,2554464
"DE4",2025,2556747
"DE40",2014,2449193
"DE40",2015,2457872
"DE40",2016,2484826
"DE40",2017,2494648
"DE40",2018,2504040
"DE40",2019,2511917
"DE40",2020,2521893
"DE40",2021,2531071
"DE40",2022,2537868
"DE40",2023,2545159
"DE40",2024,2554464
"DE40",2025,2556747
"DE401",2014,71032
"DE401",2015,71032
"DE401",2016,71574
"DE401",2017,71664
"DE401",2018,71886
"DE401",2019,72124
"DE401",2020,72184
"DE401",2021,72040
"DE401",2022,72461
"DE401",2023,73612
"DE401",2024,73939
"DE401",2025,74113
"DE402",2014,99595
"DE402",2015,99491
"DE402",2016,99687
"DE402",2017,100416
"DE402",2018,101036
"DE402",2019,100219
"DE402",2020,99678
"DE402",2021,98693
"DE402",2022,98359
"DE402",2023,94250
"DE402",2024,94778
"DE402",2025,95123
"DE403",2014,58018
"DE403",2015,57649
"DE403",2016,58092
"DE403",2017,58193
"DE403",2018,58237
"DE403",2019,57873
"DE403",2020,57751
"DE403",2021,57015
"DE403",2022,56679
"DE403",2023,56434
"DE403",2024,57065
"DE403",2025,57107
"DE404",2014,161468
"DE404",2015,164042
"DE404",2016,167745
"DE404",2017,171810
"DE404",2018,175710
"DE404",2019,178089
"DE404",2020,180334
"DE404",2021,182112
"DE404",2022,183154
"DE404",2023,182987
"DE404",2024,184290
"DE404",2025,184754
"DE405",2014,173754
"DE405",2015,174981
"DE405",2016,177411
"DE405",2017,179365
"DE405",2018,180864
"DE405",2019,182760
"DE405",2020,185244
"DE405",2021,187343
"DE405",2022,188835
"DE405",2023,191525
"DE405",2024,192776
"DE405",2025,194169
"DE406",2014,160793
"DE406",2015,161952
"DE406",2016,164528
"DE406",2017,166074
"DE406",2018,167319
"DE406",2019,169067
"DE406",2020,170791
"DE406",2021,173316
"DE406",2022,175834
"DE406",2023,176373
"DE406",2024,177662
"DE406",2025,178793
"DE407",2014,106157
"DE407",2015,104997
"DE407",2016,104673
"DE407",2017,104397
"DE407",2018,103455
"DE407",2019,102638
"DE407",2020,101827
"DE407",2021,101085
"DE407",2022,100317
"DE407",2023,99684
"DE407",2024,98750
"DE407",2025,97967
"DE408",2014,153874
"DE408",2015,155408
"DE408",2016,158236
"DE408",2017,159685
"DE408",2018,160710
"DE408",2019,161909
"DE408",2020,162996
"DE408",2021,164693
"DE408",2022,165906
"DE408",2023,168494
"DE408",2024,169721
"DE408",2025,170834
"DE409",2014,187668
"DE409",2015,188422
"DE409",2016,190714
"DE409",2017,191685
"DE409",2018,192921
"DE409",2019,194328
"DE409",2020,195751
"DE409",2021,197195
"DE409",2022,197965
"DE409",2023,196930
"DE409",2024,197785
"DE409",2025,197817
"DE40A",2014,203012
"DE40A",2015,204898
"DE40A",2016,207524
"DE40A",2017,208639
"DE40A",2018,209893
"DE40A",2019,211249
"DE40A",2020,212914
"DE40A",2021,214234
"DE40A",2022,215795
"DE40A",2023,216849
"DE40A",2024,217290
"DE40A",2025,217690
"DE40B",2014,113842
"DE40B",2015,112896
"DE40B",2016,112450
"DE40B",2017,111962
"DE40B",2018,111122
"DE40B",2019,110476
"DE40B",2020,109371
"DE40B",2021,108396
"DE40B",2022,107558
"DE40B",2023,109091
"DE40B",2024,108434
"DE40B",2025,107793
"DE40C",2014,176850
"DE40C",2015,177823
"DE40C",2016,182397
"DE40C",2017,178849
"DE40C",2018,178347
"DE40C",2019,178658
"DE40C",2020,178803
"DE40C",2021,179276
"DE40C",2022,179245
"DE40C",2023,179748
"DE40C",2024,180499
"DE40C",2025,179817
"DE40D",2014,98944
"DE40D",2015,98886
"DE40D",2016,99110
"DE40D",2017,99414
"DE40D",2018,99368
"DE40D",2019,99078
"DE40D",2020,98861
"DE40D",2021,98808
"DE40D",2022,98829
"DE40D",2023,99294
"DE40D",2024,99372
"DE40D",2025,99152
"DE40E",2014,205520
"DE40E",2015,207498
"DE40E",2016,210910
"DE40E",2017,212207
"DE40E",2018,213214
"DE40E",2019,214664
"DE40E",2020,216566
"DE40E",2021,217954
"DE40E",2022,219521
"DE40E",2023,219092
"DE40E",2024,220158
"DE40E",2025,221268
"DE40F",2014,77993
"DE40F",2015,77550
"DE40F",2016,77573
"DE40F",2017,77813
"DE40F",2018,77263
"DE40F",2019,76508
"DE40F",2020,76158
"DE40F",2021,76096
"DE40F",2022,75574
"DE40F",2023,76322
"DE40F",2024,76148
"DE40F",2025,75595
"DE40G",2014,118899
"DE40G",2015,118030
"DE40G",2016,117635
"DE40G",2017,116826
"DE40G",2018,115456
"DE40G",2019,114429
"DE40G",2020,113720
"DE40G",2021,113011
"DE40G",2022,111955
"DE40G",2023,111083
"DE40G",2024,110580
"DE40G",2025,109635
"DE40H",2014,160448
"DE40H",2015,161488
"DE40H",2016,163553
"DE40H",2017,164771
"DE40H",2018,166890
"DE40H",2019,168296
"DE40H",2020,169997
"DE40H",2021,171554
"DE40H",2022,172545
"DE40H",2023,175569
"DE40H",2024,177420
"DE40H",2025,177688
"DE40I",2014,121326
"DE40I",2015,120829
"DE40I",2016,121014
"DE40I",2017,120878
"DE40I",2018,120349
"DE40I",2019,119552
"DE40I",2020,118947
"DE40I",2021,118250
"DE40I",2022,117336
"DE40I",2023,117822
"DE40I",2024,117797
"DE40I",2025,117432
"DE5",2014,657391
"DE5",2015,661888
"DE5",2016,671489
"DE5",2017,678753
"DE5",2018,681032
"DE5",2019,682986
"DE5",2020,681202
"DE5",2021,680130
"DE5",2022,676463
"DE5",2023,695758
"DE5",2024,702655
"DE5",2025,704881
"DE50",2014,657391
"DE50",2015,661888
"DE50",2016,671489
"DE50",2017,678753
"DE50",2018,681032
"DE50",2019,682986
"DE50",2020,681202
"DE50",2021,680130
"DE50",2022,676463
"DE50",2023,695758
"DE50",2024,702655
"DE50",2025,704881
"DE501",2014,548547
"DE501",2015,551767
"DE501",2016,557464
"DE501",2017,565719
"DE501",2018,568006
"DE501",2019,569352
"DE501",2020,567559
"DE501",2021,566573
"DE501",2022,563290
"DE501",2023,576947
"DE501",2024,584332
"DE501",2025,586271
"DE502",2014,108844
"DE502",2015,110121
"DE502",2016,114025
"DE502",2017,113034
"DE502",2018,113026
"DE502",2019,113634
"DE502",2020,113643
"DE502",2021,113557
"DE502",2022,113173
"DE502",2023,118811
"DE502",2024,118323
"DE502",2025,118610
"DE6",2014,1746342
"DE6",2015,1762791
"DE6",2016,1787408
"DE6",2017,1810438
"DE6",2018,1830584
"DE6",2019,1841179
"DE6",2020,1847253
"DE6",2021,1852478
"DE6",2022,1853935
"DE6",2023,1832675
"DE6",2024,1851596
"DE6",2025,1862565
"DE60",2014,1746342
"DE60",2015,1762791
"DE60",2016,1787408
"DE60",2017,1810438
"DE60",2018,1830584
"DE60",2019,1841179
"DE60",2020,1847253
"DE60",2021,1852478
"DE60",2022,1853935
"DE60",2023,1832675
"DE60",2024,1851596
"DE60",2025,1862565
"DE600",2014,1746342
"DE600",2015,1762791
"DE600",2016,1787408
"DE600",2017,1810438
"DE600",2018,1830584
"DE600",2019,1841179
"DE600",2020,1847253
"DE600",2021,1852478
"DE600",2022,1853935
"DE600",2023,1832675
"DE600",2024,1851596
"DE600",2025,1862565
"DE7",2014,6045425
"DE7",2015,6093888
"DE7",2016,6176172
"DE7",2017,6213088
"DE7",2018,6243262
"DE7",2019,6265809
"DE7",2020,6288080
"DE7",2021,6293154
"DE7",2022,6295017
"DE7",2023,6236933
"DE7",2024,6267546
"DE7",2025,6280793
"DE71",2014,3822479
"DE71",2015,3863818
"DE71",2016,3922369
"DE71",2017,3951234
"DE71",2018,3978050
"DE71",2019,3998724
"DE71",2020,4019961
"DE71",2021,4026618
"DE71",2022,4026564
"DE71",2023,4001146
"DE71",2024,4024030
"DE71",2025,4039611
"DE711",2014,149743
"DE711",2015,151879
"DE711",2016,155353
"DE711",2017,157437
"DE711",2018,158254
"DE711",2019,159207
"DE711",2020,159878
"DE711",2021,159174
"DE711",2022,159631
"DE711",2023,162329
"DE711",2024,164832
"DE711",2025,167029
"DE712",2014,701350
"DE712",2015,717624
"DE712",2016,732688
"DE712",2017,736414
"DE712",2018,746878
"DE712",2019,753056
"DE712",2020,763380
"DE712",2021,764104
"DE712",2022,759224
"DE712",2023,747389
"DE712",2024,749596
"DE712",2025,756021
"DE713",2014,119203
"DE713",2015,120988
"DE713",2016,123734
"DE713",2017,124589
"DE713",2018,126658
"DE713",2019,128744
"DE713",2020,130280
"DE713",2021,130892
"DE713",2022,131295
"DE713",2023,130542
"DE713",2024,131845
"DE713",2025,132746
"DE714",2014,273871
"DE714",2015,275116
"DE714",2016,276218
"DE714",2017,277619
"DE714",2018,278654
"DE714",2019,278342
"DE714",2020,278474
"DE714",2021,278609
"DE714",2022,278950
"DE714",2023,284787
"DE714",2024,287241
"DE714",2025,288850
"DE715",2014,262322
"DE715",2015,263822
"DE715",2016,266928
"DE715",2017,267935
"DE715",2018,268780
"DE715",2019,269694
"DE715",2020,270340
"DE715",2021,271015
"DE715",2022,271166
"DE715",2023,273288
"DE715",2024,274484
"DE715",2025,274169
"DE716",2014,285407
"DE716",2015,287966
"DE716",2016,292773
"DE716",2017,294744
"DE716",2018,296048
"DE716",2019,297399
"DE716",2020,297844
"DE716",2021,297701
"DE716",2022,296900
"DE716",2023,300928
"DE716",2024,302263
"DE716",2025,302021
"DE717",2014,257301
"DE717",2015,260793
"DE717",2016,266042
"DE717",2017,269045
"DE717",2018,271403
"DE717",2019,274526
"DE717",2020,275726
"DE717",2021,275807
"DE717",2022,276307
"DE717",2023,266326
"DE717",2024,267920
"DE717",2025,268310
"DE718",2014,229167
"DE718",2015,230798
"DE718",2016,233427
"DE718",2017,234991
"DE718",2018,235995
"DE718",2019,236564
"DE718",2020,236914
"DE718",2021,237281
"DE718",2022,237041
"DE718",2023,238534
"DE718",2024,240622
"DE718",2025,241664
"DE719",2014,404995
"DE719",2015,407619
"DE719",2016,411956
"DE719",2017,416715
"DE719",2018,418208
"DE719",2019,418950
"DE719",2020,420552
"DE719",2021,421689
"DE719",2022,423465
"DE719",2023,415753
"DE719",2024,419055
"DE719",2025,420914
"DE71A",2014,228021
"DE71A",2015,229976
"DE71A",2016,232848
"DE71A",2017,235708
"DE71A",2018,236969
"DE71A",2019,237735
"DE71A",2020,238558
"DE71A",2021,239264
"DE71A",2022,239276
"DE71A",2023,237671
"DE71A",2024,238593
"DE71A",2025,238775
"DE71B",2014,96201
"DE71B",2015,96082
"DE71B",2016,97000
"DE71B",2017,96473
"DE71B",2018,96597
"DE71B",2019,96798
"DE71B",2020,96703
"DE71B",2021,96754
"DE71B",2022,96953
"DE71B",2023,94619
"DE71B",2024,94246
"DE71B",2025,93846
"DE71C",2014,338300
"DE71C",2015,341669
"DE71C",2016,347357
"DE71C",2017,349982
"DE71C",2018,351692
"DE71C",2019,354092
"DE71C",2020,355813
"DE71C",2021,356542
"DE71C",2022,357466
"DE71C",2023,353948
"DE71C",2024,356578
"DE71C",2025,358022
"DE71D",2014,181190
"DE71D",2015,182117
"DE71D",2016,184114
"DE71D",2017,185668
"DE71D",2018,186602
"DE71D",2019,187157
"DE71D",2020,187160
"DE71D",2021,187433
"DE71D",2022,187229
"DE71D",2023,185684
"DE71D",2024,186050
"DE71D",2025,185651
"DE71E",2014,295408
"DE71E",2015,297369
"DE71E",2016,301931
"DE71E",2017,303914
"DE71E",2018,305312
"DE71E",2019,306460
"DE71E",2020,308339
"DE71E",2021,310353
"DE71E",2022,311661
"DE71E",2023,309348
"DE71E",2024,310705
"DE71E",2025,311593
"DE72",2014,1023150
"DE72",2015,1029020
"DE72",2016,1040091
"DE72",2017,1043643
"DE72",2018,1045807
"DE72",2019,1047262
"DE72",2020,1048646
"DE72",2021,1048740
"DE72",2022,1050765
"DE72",2023,1036748
"DE72",2024,1041453
"DE72",2025,1040290
"DE721",2014,253820
"DE721",2015,259834
"DE721",2016,262505
"DE721",2017,265699
"DE721",2018,267056
"DE721",2019,268876
"DE721",2020,270688
"DE721",2021,271667
"DE721",2022,272874
"DE721",2023,266314
"DE721",2024,268141
"DE721",2025,268418
"DE722",2014,251327
"DE722",2015,251440
"DE722",2016,253167
"DE722",2017,254074
"DE722",2018,254164
"DE722",2019,253777
"DE722",2020,253319
"DE722",2021,253373
"DE722",2022,253364
"DE722",2023,253208
"DE722",2024,254444
"DE722",2025,254074
"DE723",2014,169964
"DE723",2015,170385
"DE723",2016,171922
"DE723",2017,172120
"DE723",2018,171971
"DE723",2019,172083
"DE723",2020,171912
"DE723",2021,172291
"DE723",2022,172759
"DE723",2023,173484
"DE723",2024,174281
"DE723",2025,173830
"DE724",2014,241656
"DE724",2015,241598
"DE724",2016,245241
"DE724",2017,245013
"DE724",2018,246165
"DE724",2019,246648
"DE724",2020,247084
"DE724",2021,245903
"DE724",2022,246097
"DE724",2023,242197
"DE724",2024,243093
"DE724",2025,242805
"DE725",2014,106383
"DE725",2015,105763
"DE725",2016,107256
"DE725",2017,106737
"DE725",2018,106451
"DE725",2019,105878
"DE725",2020,105643
"DE725",2021,105506
"DE725",2022,105671
"DE725",2023,101545
"DE725",2024,101494
"DE725",2025,101163
"DE73",2014,1199796
"DE73",2015,1201050
"DE73",2016,1213712
"DE73",2017,1218211
"DE73",2018,1219405
"DE73",2019,1219823
"DE73",2020,1219473
"DE73",2021,1217796
"DE73",2022,1217688
"DE73",2023,1199039
"DE73",2024,1202063
"DE73",2025,1200892
"DE731",2014,194087
"DE731",2015,194747
"DE731",2016,197984
"DE731",2017,199062
"DE731",2018,200736
"DE731",2019,201585
"DE731",2020,202137
"DE731",2021,201048
"DE731",2022,200406
"DE731",2023,196575
"DE731",2024,197065
"DE731",2025,197230
"DE732",2014,216314
"DE732",2015,217326
"DE732",2016,220132
"DE732",2017,221170
"DE732",2018,221783
"DE732",2019,222584
"DE732",2020,223145
"DE732",2021,223023
"DE732",2022,223572
"DE732",2023,221445
"DE732",2024,222688
"DE732",2025,222283
"DE733",2014,119651
"DE733",2015,119394
"DE733",2016,121166
"DE733",2017,121037
"DE733",2018,121101
"DE733",2019,120829
"DE733",2020,120719
"DE733",2021,120304
"DE733",2022,120163
"DE733",2023,118183
"DE733",2024,118010
"DE733",2025,117414
"DE734",2014,233352
"DE734",2015,233451
"DE734",2016,235813
"DE734",2017,236905
"DE734",2018,236674
"DE734",2019,236633
"DE734",2020,236764
"DE734",2021,237007
"DE734",2022,237268
"DE734",2023,230318
"DE734",2024,230742
"DE734",2025,231073
"DE735",2014,179429
"DE735",2015,179466
"DE735",2016,180310
"DE735",2017,181105
"DE735",2018,180754
"DE735",2019,180222
"DE735",2020,179673
"DE735",2021,179840
"DE735",2022,180052
"DE735",2023,179406
"DE735",2024,180368
"DE735",2025,180071
"DE736",2014,156607
"DE736",2015,156460
"DE736",2016,157592
"DE736",2017,157967
"DE736",2018,157256
"DE736",2019,156953
"DE736",2020,156406
"DE736",2021,156528
"DE736",2022,156513
"DE736",2023,155068
"DE736",2024,155135
"DE736",2025,155126
"DE737",2014,100356
"DE737",2015,100206
"DE737",2016,100715
"DE737",2017,100965
"DE737",2018,101101
"DE737",2019,101017
"DE737",2020,100629
"DE737",2021,100046
"DE737",2022,99714
"DE737",2023,98044
"DE737",2024,98055
"DE737",2025,97695
"DE8",2014,1596505
"DE8",2015,1599138
"DE8",2016,1612362
"DE8",2017,1610674
"DE8",2018,1611119
"DE8",2019,1609675
"DE8",2020,1608138
"DE8",2021,1610774
"DE8",2022,1611160
"DE8",2023,1576049
"DE8",2024,1578041
"DE8",2025,1573597
"DE80",2014,1596505
"DE80",2015,1599138
"DE80",2016,1612362
"DE80",2017,1610674
"DE80",2018,1611119
"DE80",2019,1609675
"DE80",2020,1608138
"DE80",2021,1610774
"DE80",2022,1611160
"DE80",2023,1576049
"DE80",2024,1578041
"DE80",2025,1573597
"DE803",2014,203431
"DE803",2015,204167
"DE803",2016,206011
"DE803",2017,207513
"DE803",2018,208409
"DE803",2019,208886
"DE803",2020,209191
"DE803",2021,209061
"DE803",2022,208400
"DE803",2023,203909
"DE803",2024,204948
"DE803",2025,205307
"DE804",2014,91583
"DE804",2015,92138
"DE804",2016,96800
"DE804",2017,95668
"DE804",2018,95797
"DE804",2019,95818
"DE804",2020,95653
"DE804",2021,95609
"DE804",2022,95740
"DE804",2023,97614
"DE804",2024,97850
"DE804",2025,98308
"DE80J",2014,262412
"DE80J",2015,261733
"DE80J",2016,262517
"DE80J",2017,261816
"DE80J",2018,260574
"DE80J",2019,259130
"DE80J",2020,258074
"DE80J",2021,258057
"DE80J",2022,257525
"DE80J",2023,247735
"DE80J",2024,247575
"DE80J",2025,246318
"DE80K",2014,210555
"DE80K",2015,211878
"DE80K",2016,213473
"DE80K",2017,213945
"DE80K",2018,214635
"DE80K",2019,215113
"DE80K",2020,215794
"DE80K",2021,217072
"DE80K",2022,217796
"DE80K",2023,218132
"DE80K",2024,218780
"DE80K",2025,218721
"DE80L",2014,223109
"DE80L",2015,223470
"DE80L",2016,224820
"DE80L",2017,224971
"DE80L",2018,225123
"DE80L",2019,224684
"DE80L",2020,224702
"DE80L",2021,225383
"DE80L",2022,225900
"DE80L",2023,215983
"DE80L",2024,216175
"DE80L",2025,215203
"DE80M",2014,155265
"DE80M",2015,155424
"DE80M",2016,156270
"DE80M",2017,156825
"DE80M",2018,156993
"DE80M",2019,156729
"DE80M",2020,157322
"DE80M",2021,157975
"DE80M",2022,158449
"DE80M",2023,157108
"DE80M",2024,157160
"DE80M",2025,156692
"DE80N",2014,238185
"DE80N",2015,237697
"DE80N",2016,238358
"DE80N",2017,237374
"DE80N",2018,237066
"DE80N",2019,236697
"DE80N",2020,235623
"DE80N",2021,235773
"DE80N",2022,235451
"DE80N",2023,226324
"DE80N",2024,226181
"DE80N",2025,224956
"DE80O",2014,211965
"DE80O",2015,212631
"DE80O",2016,214113
"DE80O",2017,212562
"DE80O",2018,212522
"DE80O",2019,212618
"DE80O",2020,211779
"DE80O",2021,211844
"DE80O",2022,211899
"DE80O",2023,209244
"DE80O",2024,209372
"DE80O",2025,208092
"DE9",2014,7790559
"DE9",2015,7826739
"DE9",2016,7926599
"DE9",2017,7945685
"DE9",2018,7962775
"DE9",2019,7982448
"DE9",2020,7993608
"DE9",2021,8003421
"DE9",2022,8027031
"DE9",2023,7982947
"DE9",2024,8008135
"DE9",2025,8004489
"DE91",2014,1574936
"DE91",2015,1579754
"DE91",2016,1598164
"DE91",2017,1595609
"DE91",2018,1595734
"DE91",2019,1596396
"DE91",2020,1594929
"DE91",2021,1590577
"DE91",2022,1591424
"DE91",2023,1589602
"DE91",2024,1592700
"DE91",2025,1589423
"DE911",2014,247227
"DE911",2015,248502
"DE911",2016,251364
"DE911",2017,248667
"DE911",2018,248023
"DE911",2019,248292
"DE911",2020,249406
"DE911",2021,248561
"DE911",2022,248823
"DE911",2023,253194
"DE911",2024,253527
"DE911",2025,252962
"DE912",2014,98197
"DE912",2015,98966
"DE912",2016,101079
"DE912",2017,103668
"DE912",2018,104548
"DE912",2019,104948
"DE912",2020,104291
"DE912",2021,103866
"DE912",2022,103694
"DE912",2023,104564
"DE912",2024,105056
"DE912",2025,104970
"DE913",2014,122457
"DE913",2015,123027
"DE913",2016,124045
"DE913",2017,123909
"DE913",2018,123914
"DE913",2019,124151
"DE913",2020,124371
